id,"name","state","status",latitude,longitude
77,"Dothan","AL","verified",31.223240000000000,-85.393329000000000
78,"Douglas","AL","verified",34.175113000000000,-86.321097000000000
79,"Elba","AL","verified",31.414590000000000,-86.067359000000000
80,"Gadsden","AL","verified",34.014772000000000,-86.007172000000000
81,"Eclectic","AL","verified",32.635990000000000,-86.034630000000000
82,"Enterprise","AL","verified",31.315215000000000,-85.854674000000000
83,"Attalla","AL","verified",34.021445000000000,-86.088919000000000
84,"Fairfield","AL","verified",33.490612000000000,-86.915661000000000
85,"Fairhope","AL","verified",30.536354000000000,-87.886199000000000
86,"Falkville","AL","verified",34.368830000000000,-86.907229000000000
87,"Prichard","AL","verified",30.737970000000000,-88.081264000000000
88,"Fayette","AL","verified",33.685115000000000,-87.828978000000000
89,"Florala","AL","verified",31.018975000000000,-86.326644000000000
90,"Foley","AL","verified",30.405850000000000,-87.683799000000000
91,"Greenville","AL","verified",31.829446000000000,-86.633489000000000
92,"Fort Payne","AL","verified",34.441318000000000,-85.714378000000000
93,"Russellville","AL","verified",34.507430000000000,-87.728409000000000
94,"Frisco City","AL","verified",31.434259000000000,-87.399483000000000
95,"Gardendale","AL","verified",33.651160000000000,-86.811394000000000
96,"Gaylesville","AL","verified",34.266092000000000,-85.560267000000000
97,"Hartford","AL","verified",31.102250000000000,-85.696049000000000
98,"Geneva","AL","verified",31.042149000000000,-85.867019000000000
99,"Skipperville","AL","verified",31.564931000000000,-85.531672000000000
100,"Glencoe","AL","verified",33.959705000000000,-85.934459000000000
101,"Gordo","AL","verified",33.318781000000000,-87.907645000000000
102,"Eutaw","AL","verified",32.840590000000000,-87.887844000000000
103,"Gulf Shores","AL","verified",30.277320000000000,-87.683094000000000
104,"Guntersville","AL","verified",34.351130000000000,-86.299159000000000
105,"Moundville","AL","verified",32.998650000000000,-87.622279000000000
106,"Haleyville","AL","verified",34.227425000000000,-87.621439000000000
107,"Hanceville","AL","verified",34.061710000000000,-86.769509000000000
108,"Roanoke","AL","verified",33.152290000000000,-85.375299000000000
109,"Hartselle","AL","verified",34.444765000000000,-86.935250000000000
110,"Town Creek","AL","verified",34.681260000000000,-87.407489000000000
111,"Hayden","AL","verified",33.892695000000000,-86.751867000000000
112,"Hazel Green","AL","verified",34.928785000000000,-86.571848000000000
113,"Headland","AL","verified",31.351472000000000,-85.342423000000000
114,"Trussville","AL","verified",33.621385000000000,-86.602739000000000
115,"Hokes Bluff","AL","verified",33.987230000000000,-85.883749000000000
116,"Holly Pond","AL","verified",34.174315000000000,-86.617874000000000
117,"Deatsville","AL","verified",32.609419000000000,-86.398016000000000
118,"Homewood","AL","verified",33.478774000000000,-86.789670000000000
119,"Columbia","AL","verified",31.292765000000000,-85.111004000000000
120,"Hueytown","AL","verified",33.442804000000000,-86.994609000000000
121,"Blountsville","AL","verified",34.086615000000000,-86.589489000000000
122,"Beatrice","AL","verified",31.731870000000000,-87.208574000000000
123,"Jackson","AL","verified",31.508341000000000,-87.895010000000000
124,"Jacksonville","AL","verified",33.814222000000000,-85.761183000000000
125,"Irondale","AL","verified",33.537940000000000,-86.706719000000000
126,"Jemison","AL","verified",32.960356000000000,-86.744099000000000
127,"Bessemer","AL","verified",33.402030000000000,-86.953994000000000
128,"Selma","AL","verified",32.411790000000000,-87.022234000000000
129,"Grant","AL","verified",34.526192000000000,-86.252800000000000
130,"Orrville","AL","verified",32.306622000000000,-87.246934000000000
131,"Carrollton","AL","verified",33.262005000000000,-88.094464000000000
132,"Lafayette","AL","verified",32.899420000000000,-85.401234000000000
133,"Vernon","AL","verified",33.758547000000000,-88.108905000000000
134,"Lanett","AL","verified",32.871337000000000,-85.186115000000000
135,"Moulton","AL","verified",34.481115000000000,-87.292409000000000
136,"Leeds","AL","verified",33.542470000000000,-86.540814000000000
137,"Lincoln","AL","verified",33.603865000000000,-86.119529000000000
138,"Linden","AL","verified",32.306695000000000,-87.797969000000000
139,"Lineville","AL","verified",33.310616000000000,-85.753501000000000
140,"Livingston","AL","verified",32.583785000000000,-88.186874000000000
141,"Loachapoka","AL","verified",32.604344000000000,-85.599579000000000
142,"Locust Fork","AL","verified",33.908435000000000,-86.616014000000000
143,"Hayneville","AL","verified",32.184030000000000,-86.580384000000000
144,"Lynn","AL","verified",34.046760000000000,-87.549774000000000
145,"Gurley","AL","verified",34.696074000000000,-86.376290000000000
146,"Marbury","AL","verified",32.700589000000000,-86.465730000000000
147,"Guin","AL","verified",33.965649000000000,-87.914119000000000
148,"Marion","AL","verified",32.634632000000000,-87.319133000000000
149,"Semmes","AL","verified",30.778855000000000,-88.258839000000000
150,"Arley","AL","verified",34.078806000000000,-87.212411000000000
151,"Midfield","AL","verified",33.466785000000000,-86.907899000000000
152,"Adamsville","AL","verified",33.600555000000000,-86.953719000000000
153,"Monroeville","AL","verified",31.527316000000000,-87.323871000000000
154,"Montevallo","AL","verified",33.100615000000000,-86.862594000000000
155,"Ramer","AL","verified",32.050440000000000,-86.221063000000000
156,"Moody","AL","verified",33.591532000000000,-86.494821000000000
157,"Morris","AL","verified",33.747210000000000,-86.808859000000000
158,"Mountain Brook","AL","verified",33.502115000000000,-86.755509000000000
159,"Munford","AL","verified",33.526665000000000,-85.953529000000000
160,"Muscle Shoals","AL","verified",34.742435000000000,-87.667709000000000
161,"New Brockton","AL","verified",31.385655000000000,-85.929139000000000
162,"New Hope","AL","verified",34.538731000000000,-86.395218000000000
163,"Stevenson","AL","verified",34.868190000000000,-85.838009000000000
164,"Northport","AL","verified",33.240240000000000,-87.591524000000000
165,"Oakman","AL","verified",33.713680000000000,-87.388989000000000
166,"Ohatchee","AL","verified",33.784300000000000,-86.018423000000000
167,"Ensley","AL","verified",33.509510000000000,-86.887306000000000
168,"Opp","AL","verified",31.286795000000000,-86.255609000000000
169,"Oxford","AL","verified",33.613075000000000,-85.835699000000000
170,"Parrish","AL","verified",33.726648000000000,-87.287858000000000
171,"Cottondale","AL","verified",33.190167000000000,-87.444084000000000
172,"Pelham","AL","verified",33.284688000000000,-86.810223000000000
173,"Pell City","AL","verified",33.586085000000000,-86.286414000000000
174,"Bear Creek","AL","verified",34.274535000000000,-87.700604000000000
175,"Reform","AL","verified",33.378220000000000,-88.013489000000000
176,"Piedmont","AL","verified",33.922000000000000,-85.613519000000000
177,"Brundidge","AL","verified",31.720200000000000,-85.816771000000000
178,"Pinson","AL","verified",33.691210000000000,-86.682354000000000
179,"Alpine","AL","verified",33.349525000000000,-86.236109000000000
180,"Pleasant Grove","AL","verified",33.490860000000000,-86.970711000000000
181,"Ranburne","AL","verified",33.522327000000000,-85.344802000000000
182,"Wedowee","AL","verified",33.309219000000000,-85.485499000000000
183,"Uniontown","AL","verified",32.449480000000000,-87.513464000000000
184,"Robertsdale","AL","verified",30.553841000000000,-87.710177000000000
185,"Seale","AL","verified",32.314858000000000,-85.177094000000000
186,"Samson","AL","verified",31.112970000000000,-86.045294000000000
187,"Sand Rock","AL","verified",34.242369000000000,-85.758621000000000
188,"Satsuma","AL","verified",30.852410000000000,-88.057139000000000
189,"Columbiana","AL","verified",33.177900000000000,-86.607124000000000
190,"Scottsboro","AL","verified",34.681391000000000,-86.079315000000000
191,"Sheffield","AL","verified",34.759615000000000,-87.687024000000000
192,"Alabaster","AL","verified",33.245086000000000,-86.816224000000000
193,"Slocomb","AL","verified",31.107620000000000,-85.592984000000000
194,"Smiths Station","AL","verified",32.540860000000000,-85.089629000000000
195,"Silas","AL","verified",31.770325000000000,-88.329034000000000
196,"Southside","AL","verified",33.926420000000000,-86.023034000000000
197,"Spanish Fort","AL","verified",30.675129000000000,-87.873192000000000
198,"Harvest","AL","verified",34.859675000000000,-86.749274000000000
199,"Spring Garden","AL","verified",33.972889000000000,-85.553307000000000
200,"Springville","AL","verified",33.772400000000000,-86.474789000000000
201,"Odenville","AL","verified",33.685460000000000,-86.394599000000000
202,"Millbrook","AL","verified",32.480091000000000,-86.362160000000000
203,"York","AL","verified",32.488366000000000,-88.298840000000000
204,"Talladega","AL","verified",33.434510000000000,-86.102689000000000
205,"Tallassee","AL","verified",32.536025000000000,-85.893842000000000
206,"Tarrant","AL","verified",33.584588000000000,-86.772670000000000
207,"Hillsboro","AL","verified",34.639389000000000,-87.191071000000000
208,"Theodore","AL","verified",30.554330000000000,-88.178889000000000
209,"Thomasville","AL","verified",31.913639000000000,-87.741081000000000
210,"Brewton","AL","verified",31.104013000000000,-87.072062000000000
211,"Vinemont","AL","verified",34.247403000000000,-86.869544000000000
212,"East Brewton","AL","verified",31.087725000000000,-87.060180000000000
213,"Weaver","AL","verified",33.750931000000000,-85.812637000000000
214,"Walnut Grove","AL","verified",34.067532000000000,-86.303993000000000
215,"Trinity","AL","verified",34.606170000000000,-87.087974000000000
216,"Camden","AL","verified",31.993001000000000,-87.290489000000000
217,"Winfield","AL","verified",33.928581000000000,-87.816557000000000
218,"Double Springs","AL","verified",34.150316000000000,-87.398592000000000
219,"Adak","AK","verified",51.880010000000000,-176.657569000000000
220,"Akhiok","AK","verified",56.945599000000000,-154.169998000000000
221,"Akiak","AK","verified",60.909659000000000,-161.223451000000000
222,"Kasigluk","AK","verified",60.895273000000000,-162.517124000000000
223,"Akutan","AK","verified",54.134725000000000,-165.770554000000000
224,"Wainwright","AK","verified",70.643900000000000,-160.023794000000000
225,"Alakanuk","AK","verified",62.687155000000000,-164.665094000000000
226,"Tok","AK","verified",63.335670000000000,-142.983804000000000
227,"Sand Point","AK","verified",55.337009000000000,-160.491806000000000
228,"Allakaket","AK","verified",66.564032000000000,-152.652498000000000
229,"Anchorage","AK","verified",61.217550000000000,-149.858384000000000
230,"Ambler","AK","verified",67.086210000000000,-157.857009000000000
231,"Anderson","AK","verified",64.343582000000000,-149.178329000000000
232,"St. Mary's","AK","verified",62.050328000000000,-163.178908000000000
233,"Nulato","AK","verified",64.733240000000000,-158.114749000000000
234,"Angoon","AK","verified",57.502146000000000,-134.582302000000000
235,"Aniak","AK","verified",61.581385000000000,-159.568004000000000
236,"Elim","AK","verified",64.615830000000000,-162.256079000000000
237,"Nunapitchuk","AK","verified",60.897058000000000,-162.452686000000000
238,"St. Michael","AK","verified",63.473476000000000,-162.052059000000000
239,"Gambell","AK","verified",63.776780000000000,-171.726134000000000
240,"Noorvik","AK","verified",66.836845000000000,-161.040919000000000
241,"Platinum","AK","verified",58.921607000000000,-161.727467000000000
242,"Newtok","AK","verified",60.941349000000000,-164.630508000000000
243,"Beaver","AK","verified",66.359025000000000,-147.395789000000000
244,"Eielson AFB","AK","verified",64.690529000000000,-147.101761000000000
245,"Palmer","AK","verified",61.599440000000000,-149.117374000000000
246,"Bethel","AK","verified",60.794292000000000,-161.760877000000000
247,"Brevig Mission","AK","verified",65.331960000000000,-166.485334000000000
248,"Naknek","AK","verified",58.728511000000000,-157.013566000000000
249,"Buckland","AK","verified",65.978555000000000,-161.123684000000000
250,"Cantwell","AK","verified",63.392292000000000,-148.949527000000000
251,"Chefornak","AK","verified",60.157780000000000,-164.274859000000000
252,"Chenega Bay","AK","verified",60.549709000000000,-145.750320000000000
253,"Chevak","AK","verified",61.528010000000000,-165.580607000000000
254,"New Stuyahok","AK","verified",59.451285000000000,-157.316939000000000
255,"Kipnuk","AK","verified",59.937082000000000,-164.041398000000000
256,"Chignik Bay","AK","verified",56.298599000000000,-158.417725000000000
257,"Chignik Lagoon","AK","verified",56.304878000000000,-158.496780000000000
258,"Chignik Lake","AK","verified",56.255014000000000,-158.761910000000000
259,"Cold Bay","AK","verified",55.208120000000000,-162.711204000000000
260,"Cordova","AK","verified",60.541400000000000,-145.749369000000000
261,"Craig","AK","verified",55.475025000000000,-133.150569000000000
262,"Chuathbaluk","AK","verified",61.576860000000000,-159.244259000000000
263,"Grayling","AK","verified",62.905315000000000,-160.066519000000000
264,"Selawik","AK","verified",66.600100000000000,-160.010968000000000
265,"Deering","AK","verified",66.076119000000000,-162.720036000000000
266,"Delta Junction","AK","verified",64.046610000000000,-145.735934000000000
267,"Pedro Bay","AK","verified",59.786770000000000,-154.105270000000000
268,"Kongiganak","AK","verified",59.953899000000000,-162.895004000000000
269,"Dillingham","AK","verified",59.039794000000000,-158.462390000000000
270,"Diomede","AK","verified",65.757004000000000,-168.949997000000000
271,"Dot Lake","AK","verified",63.661179000000000,-144.063736000000000
272,"Eagle","AK","verified",64.787680000000000,-141.202609000000000
273,"Egegik","AK","verified",58.217820000000000,-157.355146000000000
274,"Emmonak","AK","verified",62.776515000000000,-164.549347000000000
275,"Fairbanks","AK","verified",64.845085000000000,-147.722059000000000
276,"False Pass","AK","verified",54.851480000000000,-163.412834000000000
277,"Central","AK","verified",65.572085000000000,-144.803544000000000
278,"Fort Yukon","AK","verified",66.563708000000000,-145.241035000000000
279,"Unalakleet","AK","verified",63.878474000000000,-160.793061000000000
280,"Galena","AK","verified",64.734244000000000,-156.933161000000000
281,"Upper Kalskag","AK","verified",61.538151000000000,-160.314026000000000
282,"Red Devil","AK","verified",61.764540000000000,-157.312474000000000
283,"Valdez","AK","verified",61.130385000000000,-146.354104000000000
284,"Manley Hot Springs","AK","verified",64.981163000000000,-150.637314000000000
285,"Glennallen","AK","verified",62.107945000000000,-145.533184000000000
286,"Gustavus","AK","verified",58.412640000000000,-135.732999000000000
287,"Haines","AK","verified",59.234830000000000,-135.443049000000000
288,"Kaktovik","AK","verified",70.133625000000000,-143.612524000000000
289,"Savoonga","AK","verified",63.695092000000000,-170.465275000000000
290,"Hollis","AK","verified",55.564930000000000,-132.623978000000000
291,"Homer","AK","verified",59.646560000000000,-151.544229000000000
292,"Hoonah","AK","verified",58.108114000000000,-135.437693000000000
293,"Hooper Bay","AK","verified",61.531703000000000,-166.098101000000000
294,"Hope","AK","verified",60.919398000000000,-149.640777000000000
295,"Big Lake","AK","verified",61.512728000000000,-149.954444000000000
296,"Coffman Cove","AK","verified",56.013978000000000,-132.826293000000000
297,"Hydaburg","AK","verified",55.204970000000000,-132.822029000000000
298,"Hyder","AK","verified",55.914705000000000,-130.028044000000000
299,"Yakutat","AK","verified",59.550789000000000,-139.730898000000000
300,"Mountain Village","AK","verified",62.089440000000000,-163.725614000000000
301,"Ivanof Bay","AK","verified",55.902401000000000,-159.482880000000000
302,"Sleetmute","AK","verified",61.702220000000000,-157.169179000000000
303,"Teller","AK","verified",65.264180000000000,-166.363319000000000
304,"Huslia","AK","verified",65.702370000000000,-156.387192000000000
305,"Atmautluak","AK","verified",60.862968000000000,-162.275955000000000
306,"Venetie","AK","verified",67.009050000000000,-146.405966000000000
307,"Crooked Creek","AK","verified",61.870369000000000,-158.108306000000000
308,"Juneau","AK","verified",58.299740000000000,-134.406794000000000
309,"Fritz Creek","AK","verified",59.737659000000000,-151.313736000000000
310,"Kake","AK","verified",56.974836000000000,-133.941159000000000
311,"Point Lay","AK","verified",69.743590000000000,-163.017414000000000
312,"Kaltag","AK","verified",64.324829000000000,-158.724623000000000
313,"Kodiak","AK","verified",57.795154000000000,-152.394968000000000
314,"Ketchikan","AK","verified",55.342140000000000,-131.647854000000000
315,"Kenai","AK","verified",60.553082000000000,-151.259720000000000
316,"Copper Center","AK","verified",61.960788000000000,-145.314866000000000
317,"Kwethluk","AK","verified",60.810110000000000,-161.426029000000000
318,"Kiana","AK","verified",66.969928000000000,-160.428639000000000
319,"King Cove","AK","verified",55.060205000000000,-162.303404000000000
320,"Klawock","AK","verified",55.550775000000000,-133.085774000000000
321,"Kokhanok","AK","verified",59.438042000000000,-154.773819000000000
322,"Koliganek","AK","verified",59.728901000000000,-157.284775000000000
323,"Kotlik","AK","verified",63.032848000000000,-163.553574000000000
324,"Koyuk","AK","verified",64.931115000000000,-161.160364000000000
325,"Quinhagak","AK","verified",59.751140000000000,-161.907874000000000
326,"Kwethiuk","AK","verified",61.325384000000000,-154.565033000000000
327,"Kwigillingok","AK","verified",59.907738000000000,-163.026376000000000
328,"King Salmon","AK","verified",58.696018000000000,-156.697534000000000
329,"Larsen Bay","AK","verified",57.538350000000000,-153.980504000000000
330,"Nome","AK","verified",64.499557000000000,-165.404694000000000
331,"Levelock","AK","verified",59.112569000000000,-156.855742000000000
332,"Tuntutuliak","AK","verified",60.343155000000000,-162.663939000000000
333,"Manokotak","AK","verified",58.981724000000000,-159.057723000000000
334,"Marshall","AK","verified",61.879530000000000,-162.087924000000000
335,"Golovin","AK","verified",64.543315000000000,-163.032929000000000
336,"Tanana","AK","verified",65.171530000000000,-152.077714000000000
337,"McGrath","AK","verified",62.949119000000000,-155.559872000000000
338,"Eagle River","AK","verified",61.321600000000000,-149.567104000000000
339,"Kivalina","AK","verified",67.729752000000000,-164.540078000000000
340,"Atqasuk","AK","verified",70.480961000000000,-157.422280000000000
341,"Mentasta Lake","AK","verified",62.932941000000000,-143.774994000000000
342,"Ruby","AK","verified",64.738078000000000,-155.489154000000000
343,"Port Heiden","AK","verified",56.941090000000000,-158.630189000000000
344,"Metlakatla","AK","verified",55.130505000000000,-131.576544000000000
345,"Lake Minchumina","AK","verified",63.882545000000000,-152.312834000000000
346,"Minto","AK","verified",65.198669000000000,-149.529755000000000
347,"Sitka","AK","verified",57.052012000000000,-135.333750000000000
348,"Nanwalek","AK","verified",59.350960000000000,-151.915009000000000
349,"Noatak","AK","verified",67.571525000000000,-162.965024000000000
350,"Toksook Bay","AK","verified",60.532985000000000,-165.104244000000000
351,"Nelson Lagoon","AK","verified",56.000599000000000,-161.203995000000000
352,"Nenana","AK","verified",64.558045000000000,-149.099684000000000
353,"Iliamna","AK","verified",59.759823000000000,-154.910817000000000
354,"Nightmute","AK","verified",60.477242000000000,-164.721405000000000
355,"Nikiski","AK","verified",60.690101000000000,-151.291620000000000
356,"Anchor Point","AK","verified",59.775993000000000,-151.831054000000000
357,"Nikolski","AK","verified",52.938925000000000,-168.867804000000000
358,"Ninilchik","AK","verified",60.052399000000000,-151.667892000000000
359,"Nondalton","AK","verified",59.971720000000000,-154.847014000000000
360,"North Pole","AK","verified",64.748780000000000,-147.352564000000000
361,"Nuiqsut","AK","verified",70.214111000000000,-151.004135000000000
362,"Anaktuvuk Pass","AK","verified",68.144990000000000,-151.732539000000000
363,"Mekoryuk","AK","verified",60.390610000000000,-166.190502000000000
364,"Old Harbor","AK","verified",57.198620000000000,-153.305664000000000
365,"Ouzinkie","AK","verified",57.922450000000000,-152.504629000000000
366,"Tununak","AK","verified",60.583472000000000,-165.258260000000000
367,"Pelican","AK","verified",57.960309000000000,-136.228677000000000
368,"Perryville","AK","verified",55.912170000000000,-159.154266000000000
369,"Petersburg","AK","verified",56.806492000000000,-132.970917000000000
370,"Pilot Point","AK","verified",57.559143000000000,-157.578927000000000
371,"Port Alexander","AK","verified",56.250488000000000,-134.646484000000000
372,"Port Graham","AK","verified",59.349171000000000,-151.828110000000000
373,"Port Lions","AK","verified",57.867410000000000,-152.879924000000000
374,"Oscarville","AK","verified",60.721870000000000,-161.767715000000000
375,"Goodnews Bay","AK","verified",59.121792000000000,-161.587830000000000
376,"Russian Mission","AK","verified",61.785637000000000,-161.324360000000000
377,"Scammon Bay","AK","verified",61.842490000000000,-165.580219000000000
378,"Seward","AK","verified",60.112360000000000,-149.442924000000000
379,"Shaktoolik","AK","verified",64.354850000000000,-161.192754000000000
380,"Sheldon Point","AK","verified",62.582939000000000,-164.792084000000000
381,"Shishmaref","AK","verified",66.256800000000000,-166.066579000000000
382,"Shungnak","AK","verified",66.886245000000000,-157.137784000000000
383,"Skagway","AK","verified",59.460305000000000,-135.308489000000000
384,"Soldotna","AK","verified",60.500430000000000,-151.089744000000000
385,"Slana","AK","verified",62.687050000000000,-143.902832000000000
386,"St. George","AK","verified",56.607170000000000,-169.549744000000000
388,"St. Paul","AK","verified",44.943821000000000,-93.093323000000000
389,"Stevens Village","AK","verified",66.004375000000000,-149.091434000000000
390,"Seldovia","AK","verified",59.439910000000000,-151.717114000000000
391,"Takotna","AK","verified",62.984482000000000,-156.070206000000000
392,"Port Alsworth","AK","verified",60.395580000000000,-154.494465000000000
393,"Tatitlek","AK","verified",60.865162000000000,-146.677887000000000
394,"Tyonek","AK","verified",61.067615000000000,-151.137814000000000
395,"Tenakee Springs","AK","verified",57.777275000000000,-135.207564000000000
396,"Tetlin","AK","verified",63.137798000000000,-142.524002000000000
397,"Thorne Bay","AK","verified",55.683291000000000,-132.528511000000000
398,"Point Hope","AK","verified",68.347542000000000,-166.789825000000000
399,"Togiak","AK","verified",59.060340000000000,-160.377704000000000
400,"Nikolai","AK","verified",63.012270000000000,-154.381634000000000
401,"Healy","AK","verified",63.871579000000000,-148.999466000000000
402,"Chalkyitsik","AK","verified",66.654290000000000,-143.722659000000000
403,"Northway","AK","verified",62.960018000000000,-141.928909000000000
404,"Wasilla","AK","verified",61.582245000000000,-149.445364000000000
405,"White Mountain","AK","verified",64.681065000000000,-163.408449000000000
406,"Whittier","AK","verified",60.773185000000000,-148.684694000000000
407,"Napakiak","AK","verified",60.694331000000000,-161.967179000000000
408,"Wiseman Village","AK","verified",36.237911000000000,-91.834602000000000
409,"Reid Street Wrangell","AK","verified",56.472840000000000,-132.383029000000000
410,"Atka","AK","verified",52.194804000000000,-174.197128000000000
411,"Mesa","AZ","verified",33.417045000000000,-111.831459000000000
412,"Phoenix","AZ","verified",33.448260000000000,-112.075774000000000
413,"Avondale","AZ","verified",33.440500000000000,-112.349664000000000
414,"Mohave Valley","AZ","verified",34.923840000000000,-114.597859000000000
415,"Whiteriver","AZ","verified",33.834865000000000,-109.964934000000000
416,"Tucson","AZ","verified",32.221553000000000,-110.969754000000000
417,"Wellton","AZ","verified",32.672722000000000,-114.147167000000000
418,"Apache Junction","AZ","verified",33.423140000000000,-111.546119000000000
419,"Glendale","AZ","verified",33.538580000000000,-112.186279000000000
420,"Ash Fork","AZ","verified",35.223900000000000,-112.481424000000000
421,"Yuma","AZ","verified",32.684850000000000,-114.624614000000000
422,"Sells","AZ","verified",31.916466000000000,-111.889154000000000
423,"Chandler","AZ","verified",33.303385000000000,-111.840829000000000
424,"Benson","AZ","verified",31.968784000000000,-110.298684000000000
425,"Bisbee","AZ","verified",31.441823000000000,-109.914459000000000
426,"Lakeside","AZ","verified",34.136219000000000,-109.950882000000000
427,"Bowie","AZ","verified",32.326695000000000,-109.486909000000000
428,"Prescott Valley","AZ","verified",34.585999000000000,-112.322906000000000
429,"Sierra Vista","AZ","verified",31.569450000000000,-110.274679000000000
430,"Camp Verde","AZ","verified",34.562045000000000,-111.853554000000000
431,"Oro Valley","AZ","verified",32.407660000000000,-110.995691000000000
432,"Prescott","AZ","verified",34.541425000000000,-112.468729000000000
433,"Cave Creek","AZ","verified",33.827594000000000,-111.955097000000000
434,"Casa Grande","AZ","verified",32.879545000000000,-111.750324000000000
435,"Peoria","AZ","verified",33.577314000000000,-112.240909000000000
436,"Laveen","AZ","verified",33.362955000000000,-112.164819000000000
437,"Scottsdale","AZ","verified",33.494000000000000,-111.920694000000000
438,"Chino Valley","AZ","verified",34.755345000000000,-112.453985000000000
